date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:50:33	52550/52550	---M-Z	200	added ('OK')	text/html	etag:W/%2267f20b3b-cd46%22	https://themewagon.github.io/vesperr/index.html	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/index-2.html	(from https://themewagon.github.io/vesperr/)
15:50:33	41329/41329	---M--	200	added ('OK')	image/png	etag:%2267f20b3b-a171%22	https://themewagon.github.io/vesperr/assets/img/hero-img.png	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/img/hero-img.png	(from https://themewagon.github.io/vesperr/)
15:50:33	5282/5282	---M--	200	added ('OK')	image/png	etag:%2267f20b3b-14a2%22	https://themewagon.github.io/vesperr/assets/img/clients/client-1.png	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/img/clients/client-1.png	(from https://themewagon.github.io/vesperr/)
15:50:34	4582/4582	---M--	200	added ('OK')	image/png	etag:%2267f20b3b-11e6%22	https://themewagon.github.io/vesperr/assets/img/clients/client-2.png	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/img/clients/client-2.png	(from https://themewagon.github.io/vesperr/)
15:50:34	4707/4707	---M--	200	added ('OK')	image/png	etag:%2267f20b3b-1263%22	https://themewagon.github.io/vesperr/assets/img/clients/client-3.png	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/img/clients/client-3.png	(from https://themewagon.github.io/vesperr/)
15:50:34	4587/4587	---M--	200	added ('OK')	image/png	etag:%2267f20b3b-11eb%22	https://themewagon.github.io/vesperr/assets/img/clients/client-4.png	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/img/clients/client-4.png	(from https://themewagon.github.io/vesperr/)
15:50:34	5123/5123	---M--	200	added ('OK')	image/png	etag:%2267f20b3b-1403%22	https://themewagon.github.io/vesperr/assets/img/clients/client-5.png	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/img/clients/client-5.png	(from https://themewagon.github.io/vesperr/)
15:50:34	3450/3450	---M--	200	added ('OK')	image/png	etag:%2267f20b3b-d7a%22	https://themewagon.github.io/vesperr/assets/img/clients/client-6.png	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/img/clients/client-6.png	(from https://themewagon.github.io/vesperr/)
15:50:35	46242/46242	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2267f20b3b-b4a2%22	https://themewagon.github.io/vesperr/assets/img/stats-img.svg	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/img/stats-img.svg	(from https://themewagon.github.io/vesperr/)
15:50:35	79550/79550	---M--	200	added ('OK')	image/jpeg	etag:%2267f20b3b-136be%22	https://themewagon.github.io/vesperr/assets/img/services-1.jpg	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/img/services-1.jpg	(from https://themewagon.github.io/vesperr/)
15:50:35	8754/8754	---M-Z	200	added ('OK')	text/html	etag:W/%2267f20b3b-2232%22	https://themewagon.github.io/vesperr/service-details.html	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/service-details.html	(from https://themewagon.github.io/vesperr/)
15:50:35	50649/50649	---M--	200	added ('OK')	image/jpeg	etag:%2267f20b3b-c5d9%22	https://themewagon.github.io/vesperr/assets/img/services-2.jpg	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/img/services-2.jpg	(from https://themewagon.github.io/vesperr/)
15:50:36	55307/55307	---M--	200	added ('OK')	image/jpeg	etag:%2267f20b3b-d80b%22	https://themewagon.github.io/vesperr/assets/img/services-3.jpg	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/img/services-3.jpg	(from https://themewagon.github.io/vesperr/)
15:50:36	65283/65283	---M--	200	added ('OK')	image/jpeg	etag:%2267f20b3b-ff03%22	https://themewagon.github.io/vesperr/assets/img/services-4.jpg	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/img/services-4.jpg	(from https://themewagon.github.io/vesperr/)
15:50:36	39727/39727	---M--	200	added ('OK')	image/jpeg	etag:%2267f20b3b-9b2f%22	https://themewagon.github.io/vesperr/assets/img/testimonials/testimonials-1.jpg	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/img/testimonials/testimonials-1.jpg	(from https://themewagon.github.io/vesperr/)
15:50:36	57584/57584	---M--	200	added ('OK')	image/jpeg	etag:%2267f20b3b-e0f0%22	https://themewagon.github.io/vesperr/assets/img/testimonials/testimonials-2.jpg	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/img/testimonials/testimonials-2.jpg	(from https://themewagon.github.io/vesperr/)
15:50:36	17247/17247	---M--	200	added ('OK')	image/jpeg	etag:%2267f20b3b-435f%22	https://themewagon.github.io/vesperr/assets/img/testimonials/testimonials-3.jpg	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/img/testimonials/testimonials-3.jpg	(from https://themewagon.github.io/vesperr/)
15:50:37	20220/20220	---M--	200	added ('OK')	image/jpeg	etag:%2267f20b3b-4efc%22	https://themewagon.github.io/vesperr/assets/img/testimonials/testimonials-4.jpg	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/img/testimonials/testimonials-4.jpg	(from https://themewagon.github.io/vesperr/)
15:50:37	22595/22595	---M--	200	added ('OK')	image/jpeg	etag:%2267f20b3b-5843%22	https://themewagon.github.io/vesperr/assets/img/testimonials/testimonials-5.jpg	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/img/testimonials/testimonials-5.jpg	(from https://themewagon.github.io/vesperr/)
15:50:37	67064/67064	---M--	200	added ('OK')	image/jpeg	etag:%2267f20b3b-105f8%22	https://themewagon.github.io/vesperr/assets/img/portfolio/app-1.jpg	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/img/portfolio/app-1.jpg	(from https://themewagon.github.io/vesperr/)
15:50:37	8775/8775	---M-Z	200	added ('OK')	text/html	etag:W/%2267f20b3b-2247%22	https://themewagon.github.io/vesperr/portfolio-details.html	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/portfolio-details.html	(from https://themewagon.github.io/vesperr/)
15:50:38	62035/62035	---M--	200	added ('OK')	image/jpeg	etag:%2267f20b3b-f253%22	https://themewagon.github.io/vesperr/assets/img/portfolio/product-1.jpg	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/img/portfolio/product-1.jpg	(from https://themewagon.github.io/vesperr/)
15:50:38	25514/25514	---M--	200	added ('OK')	image/jpeg	etag:%2267f20b3b-63aa%22	https://themewagon.github.io/vesperr/assets/img/portfolio/branding-1.jpg	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/img/portfolio/branding-1.jpg	(from https://themewagon.github.io/vesperr/)
15:50:38	80146/80146	---M--	200	added ('OK')	image/jpeg	etag:%2267f20b3b-13912%22	https://themewagon.github.io/vesperr/assets/img/portfolio/books-1.jpg	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/img/portfolio/books-1.jpg	(from https://themewagon.github.io/vesperr/)
15:50:38	73871/73871	---M--	200	added ('OK')	image/jpeg	etag:%2267f20b3b-1208f%22	https://themewagon.github.io/vesperr/assets/img/portfolio/app-2.jpg	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/img/portfolio/app-2.jpg	(from https://themewagon.github.io/vesperr/)
15:50:38	89298/89298	---M--	200	added ('OK')	image/jpeg	etag:%2267f20b3b-15cd2%22	https://themewagon.github.io/vesperr/assets/img/portfolio/product-2.jpg	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/img/portfolio/product-2.jpg	(from https://themewagon.github.io/vesperr/)
15:50:39	52305/52305	---M--	200	added ('OK')	image/jpeg	etag:%2267f20b3b-cc51%22	https://themewagon.github.io/vesperr/assets/img/portfolio/branding-2.jpg	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/img/portfolio/branding-2.jpg	(from https://themewagon.github.io/vesperr/)
15:50:39	60824/60824	---M--	200	added ('OK')	image/jpeg	etag:%2267f20b3b-ed98%22	https://themewagon.github.io/vesperr/assets/img/portfolio/books-2.jpg	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/img/portfolio/books-2.jpg	(from https://themewagon.github.io/vesperr/)
15:50:39	42308/42308	---M--	200	added ('OK')	image/jpeg	etag:%2267f20b3b-a544%22	https://themewagon.github.io/vesperr/assets/img/portfolio/app-3.jpg	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/img/portfolio/app-3.jpg	(from https://themewagon.github.io/vesperr/)
15:50:39	20090/20090	---M--	200	added ('OK')	image/jpeg	etag:%2267f20b3b-4e7a%22	https://themewagon.github.io/vesperr/assets/img/portfolio/product-3.jpg	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/img/portfolio/product-3.jpg	(from https://themewagon.github.io/vesperr/)
15:50:40	77892/77892	---M--	200	added ('OK')	image/jpeg	etag:%2267f20b3b-13044%22	https://themewagon.github.io/vesperr/assets/img/portfolio/branding-3.jpg	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/img/portfolio/branding-3.jpg	(from https://themewagon.github.io/vesperr/)
15:50:40	91462/91462	---M--	200	added ('OK')	image/jpeg	etag:%2267f20b3b-16546%22	https://themewagon.github.io/vesperr/assets/img/portfolio/books-3.jpg	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/img/portfolio/books-3.jpg	(from https://themewagon.github.io/vesperr/)
15:50:40	64386/64386	---M--	200	added ('OK')	image/jpeg	etag:%2267f20b3b-fb82%22	https://themewagon.github.io/vesperr/assets/img/team/team-1.jpg	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/img/team/team-1.jpg	(from https://themewagon.github.io/vesperr/)
15:50:40	34427/34427	---M--	200	added ('OK')	image/jpeg	etag:%2267f20b3b-867b%22	https://themewagon.github.io/vesperr/assets/img/team/team-2.jpg	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/img/team/team-2.jpg	(from https://themewagon.github.io/vesperr/)
15:50:40	25992/25992	---M--	200	added ('OK')	image/jpeg	etag:%2267f20b3b-6588%22	https://themewagon.github.io/vesperr/assets/img/team/team-3.jpg	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/img/team/team-3.jpg	(from https://themewagon.github.io/vesperr/)
15:50:41	54623/54623	---M--	200	added ('OK')	image/jpeg	etag:%2267f20b3b-d55f%22	https://themewagon.github.io/vesperr/assets/img/team/team-4.jpg	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/img/team/team-4.jpg	(from https://themewagon.github.io/vesperr/)
15:50:41	80721/80721	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267f20b3b-13b51%22	https://themewagon.github.io/vesperr/assets/vendor/bootstrap/js/bootstrap.bundle.min.js	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/vendor/bootstrap/js/bootstrap.bundle.min.js	(from https://themewagon.github.io/vesperr/)
15:50:41	2735/2735	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267f20b3b-aaf%22	https://themewagon.github.io/vesperr/assets/vendor/php-email-form/validate.js	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/vendor/php-email-form/validate.js	(from https://themewagon.github.io/vesperr/)
15:50:41	13800/13800	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267f20b3b-35e8%22	https://themewagon.github.io/vesperr/assets/vendor/aos/aos.js	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/vendor/aos/aos.js	(from https://themewagon.github.io/vesperr/)
15:50:41	56343/56343	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267f20b3b-dc17%22	https://themewagon.github.io/vesperr/assets/vendor/glightbox/js/glightbox.min.js	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/vendor/glightbox/js/glightbox.min.js	(from https://themewagon.github.io/vesperr/)
15:50:42	5417/5417	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267f20b3b-1529%22	https://themewagon.github.io/vesperr/assets/vendor/purecounter/purecounter_vanilla.js	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/vendor/purecounter/purecounter_vanilla.js	(from https://themewagon.github.io/vesperr/)
15:50:42	154008/154008	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267f20b3b-25998%22	https://themewagon.github.io/vesperr/assets/vendor/swiper/swiper-bundle.min.js	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/vendor/swiper/swiper-bundle.min.js	(from https://themewagon.github.io/vesperr/)
15:50:42	5485/5485	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267f20b3b-156d%22	https://themewagon.github.io/vesperr/assets/vendor/imagesloaded/imagesloaded.pkgd.min.js	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/vendor/imagesloaded/imagesloaded.pkgd.min.js	(from https://themewagon.github.io/vesperr/)
15:50:42	35445/35445	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267f20b3b-8a75%22	https://themewagon.github.io/vesperr/assets/vendor/isotope-layout/isotope.pkgd.min.js	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/vendor/isotope-layout/isotope.pkgd.min.js	(from https://themewagon.github.io/vesperr/)
15:50:43	6036/6036	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267f20b3b-1794%22	https://themewagon.github.io/vesperr/assets/js/main.js	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/js/main.js	(from https://themewagon.github.io/vesperr/)
15:50:43	130396/130396	---M--	200	added ('OK')	font/woff2	etag:%2267f20b3b-1fd5c%22	https://themewagon.github.io/vesperr/assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/vendor/bootstrap-icons/fonts/bootstrap-icons0107.woff2	(from https://themewagon.github.io/vesperr/assets/vendor/bootstrap-icons/bootstrap-icons.css)
15:50:43	176032/176032	---M--	200	added ('OK')	font/woff	etag:%2267f20b3b-2afa0%22	https://themewagon.github.io/vesperr/assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff?dd67030699838ea613ee6dbda90effa6	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/vendor/bootstrap-icons/fonts/bootstrap-icons0107.woff	(from https://themewagon.github.io/vesperr/assets/vendor/bootstrap-icons/bootstrap-icons.css)
15:50:44	45018/45018	---M--	200	added ('OK')	image/png	etag:%2267f20b3b-afda%22	https://themewagon.github.io/vesperr/assets/img/contact-bg.png	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/img/contact-bg.png	(from https://themewagon.github.io/vesperr/assets/css/main.css)
15:50:44	54414/54414	---M--	200	added ('OK')	image/jpeg	etag:%2267f20b3b-d48e%22	https://themewagon.github.io/vesperr/assets/img/services.jpg	C:/Meus%20Sites/sulition/themewagon.github.io/vesperr/assets/img/services.jpg	(from https://themewagon.github.io/vesperr/service-details.html)
